100000.5	Hz	-4.77	dBm
15099750	Hz	-22.99	dBm
30099500	Hz	-21.46	dBm
45099250	Hz	-52.98	dBm
60099000	Hz	-51.56	dBm
75098750	Hz	-54.09	dBm
90098500	Hz	-56.06	dBm
105098250	Hz	-53.34	dBm
120098000	Hz	-51.09	dBm
135097750	Hz	-54.30	dBm
150097500	Hz	-48.80	dBm
165097250	Hz	-51.20	dBm
180097000	Hz	-48.06	dBm
195096750	Hz	-53.14	dBm
210096500	Hz	-50.94	dBm
225096250	Hz	-50.98	dBm
240096000	Hz	-49.97	dBm
255095750	Hz	-50.39	dBm
270095500	Hz	-52.11	dBm
285095250	Hz	-51.28	dBm
300095000	Hz	-51.61	dBm
315094750	Hz	-48.30	dBm
330094500	Hz	-48.66	dBm
345094250	Hz	-51.64	dBm
360094000	Hz	-50.80	dBm
375093750	Hz	-52.91	dBm
390093500	Hz	-48.00	dBm
405093250	Hz	-50.05	dBm
420093000	Hz	-49.14	dBm
435092750	Hz	-54.25	dBm
450092500	Hz	-50.08	dBm
465092250	Hz	-48.45	dBm
480092000	Hz	-49.30	dBm
495091750	Hz	-52.58	dBm
510091500	Hz	-48.48	dBm
525091250	Hz	-51.98	dBm
540091000	Hz	-53.23	dBm
555090750	Hz	-48.02	dBm
570090500	Hz	-48.50	dBm
585090250	Hz	-47.86	dBm
600090000	Hz	-48.63	dBm
615089750	Hz	-55.95	dBm
630089500	Hz	-47.23	dBm
645089250	Hz	-48.38	dBm
660089000	Hz	-50.67	dBm
675088750	Hz	-49.19	dBm
690088500	Hz	-49.45	dBm
705088250	Hz	-47.39	dBm
720088000	Hz	-49.97	dBm
735087750	Hz	-49.36	dBm
750087500	Hz	-47.70	dBm
765087250	Hz	-51.59	dBm
780087000	Hz	-50.48	dBm
795086750	Hz	-47.69	dBm
810086500	Hz	-47.47	dBm
825086250	Hz	-47.47	dBm
840086000	Hz	-49.91	dBm
855085750	Hz	-48.63	dBm
870085500	Hz	-47.19	dBm
885085250	Hz	-46.94	dBm
900085000	Hz	-48.52	dBm
915084750	Hz	-47.19	dBm
930084500	Hz	-47.80	dBm
945084250	Hz	-48.22	dBm
960084000	Hz	-47.77	dBm
975083750	Hz	-48.20	dBm
990083500	Hz	-14.50	dBm
1005083250	Hz	-15.84	dBm
1020083000	Hz	-32.19	dBm
1035082750	Hz	-33.75	dBm
1050082500	Hz	-48.14	dBm
1065082250	Hz	-49.30	dBm
1080082000	Hz	-49.52	dBm
1095081750	Hz	-49.03	dBm
1110081500	Hz	-46.94	dBm
1125081250	Hz	-46.61	dBm
1140081000	Hz	-48.77	dBm
1155080750	Hz	-41.91	dBm
1170080500	Hz	-46.83	dBm
1185080250	Hz	-47.11	dBm
1200080000	Hz	-50.09	dBm
1215079750	Hz	-47.14	dBm
1230079500	Hz	-48.08	dBm
1245079250	Hz	-46.30	dBm
1260079000	Hz	-44.88	dBm
1275078750	Hz	-46.17	dBm
1290078500	Hz	-50.55	dBm
1305078250	Hz	-46.33	dBm
1320078000	Hz	-51.72	dBm
1335077750	Hz	-45.09	dBm
1350077500	Hz	-46.34	dBm
1365077250	Hz	-48.13	dBm
1380077000	Hz	-47.80	dBm
1395076750	Hz	-46.56	dBm
1410076500	Hz	-43.41	dBm
1425076250	Hz	-47.50	dBm
1440076000	Hz	-46.33	dBm
1455075750	Hz	-45.86	dBm
1470075500	Hz	-47.27	dBm
1485075250	Hz	-45.56	dBm
1500075000	Hz	-44.41	dBm
1515074750	Hz	-45.11	dBm
1530074500	Hz	-47.17	dBm
1545074250	Hz	-44.41	dBm
1560074000	Hz	-44.47	dBm
1575073750	Hz	-45.25	dBm
1590073500	Hz	-45.66	dBm
1605073250	Hz	-46.23	dBm
1620073000	Hz	-48.13	dBm
1635072750	Hz	-44.95	dBm
1650072500	Hz	-46.02	dBm
1665072250	Hz	-43.58	dBm
1680072000	Hz	-45.80	dBm
1695071750	Hz	-48.25	dBm
1710071500	Hz	-46.84	dBm
1725071250	Hz	-46.70	dBm
1740071000	Hz	-46.20	dBm
1755070750	Hz	-49.30	dBm
1770070500	Hz	-44.53	dBm
1785070250	Hz	-45.50	dBm
1800070000	Hz	-45.39	dBm
1815069750	Hz	-45.39	dBm
1830069500	Hz	-46.53	dBm
1845069250	Hz	-43.67	dBm
1860069000	Hz	-45.94	dBm
1875068750	Hz	-43.25	dBm
1890068500	Hz	-45.53	dBm
1905068250	Hz	-42.84	dBm
1920068000	Hz	-42.39	dBm
1935067750	Hz	-47.47	dBm
1950067500	Hz	-48.33	dBm
1965067250	Hz	-35.16	dBm
1980067000	Hz	-43.48	dBm
1995066750	Hz	-30.45	dBm
2010066500	Hz	-44.59	dBm
2025066250	Hz	-26.88	dBm
2040066000	Hz	-44.31	dBm
2055065750	Hz	-42.39	dBm
2070065500	Hz	-49.80	dBm
2085065250	Hz	-44.53	dBm
2100065000	Hz	-45.66	dBm
2115064750	Hz	-43.98	dBm
2130064500	Hz	-42.61	dBm
2145064250	Hz	-46.50	dBm
2160064000	Hz	-44.91	dBm
2175063750	Hz	-44.48	dBm
2190063500	Hz	-47.25	dBm
2205063250	Hz	-41.81	dBm
2220063000	Hz	-42.55	dBm
2235062750	Hz	-43.30	dBm
2250062500	Hz	-44.36	dBm
2265062250	Hz	-40.50	dBm
2280062000	Hz	-45.97	dBm
2295061750	Hz	-45.02	dBm
2310061500	Hz	-43.61	dBm
2325061250	Hz	-43.28	dBm
2340061000	Hz	-43.97	dBm
2355060750	Hz	-44.13	dBm
2370060500	Hz	-39.89	dBm
2385060250	Hz	-45.17	dBm
2400060000	Hz	-42.16	dBm
2415059750	Hz	-40.23	dBm
2430059500	Hz	-42.61	dBm
2445059250	Hz	-42.03	dBm
2460059000	Hz	-41.08	dBm
2475058750	Hz	-41.13	dBm
2490058500	Hz	-41.56	dBm
2505058250	Hz	-41.22	dBm
2520058000	Hz	-40.84	dBm
2535057750	Hz	-43.72	dBm
2550057500	Hz	-41.06	dBm
2565057250	Hz	-43.91	dBm
2580057000	Hz	-42.53	dBm
2595056750	Hz	-43.72	dBm
2610056500	Hz	-41.89	dBm
2625056250	Hz	-39.39	dBm
2640056000	Hz	-42.92	dBm
2655055750	Hz	-45.67	dBm
2670055500	Hz	-40.23	dBm
2685055250	Hz	-38.19	dBm
2700055000	Hz	-39.50	dBm
2715054750	Hz	-54.25	dBm
2730054500	Hz	-56.53	dBm
2745054250	Hz	-52.09	dBm
2760054000	Hz	-55.95	dBm
2775053750	Hz	-52.16	dBm
2790053500	Hz	-55.45	dBm
2805053250	Hz	-52.92	dBm
2820053000	Hz	-53.47	dBm
2835052750	Hz	-54.55	dBm
2850052500	Hz	-49.03	dBm
2865052250	Hz	-58.52	dBm
2880052000	Hz	-54.77	dBm
2895051750	Hz	-54.42	dBm
2910051500	Hz	-54.88	dBm
2925051250	Hz	-54.83	dBm
2940051000	Hz	-55.78	dBm
2955050750	Hz	-55.67	dBm
2970050500	Hz	-53.25	dBm
2985050250	Hz	-53.95	dBm
3000050000	Hz	-26.95	dBm
3015049750	Hz	-54.70	dBm
3030049500	Hz	-52.91	dBm
3045049250	Hz	-54.53	dBm
3060049000	Hz	-54.05	dBm
3075048750	Hz	-52.88	dBm
3090048500	Hz	-52.22	dBm
3105048250	Hz	-50.56	dBm
3120048000	Hz	-50.11	dBm
3135047750	Hz	-52.70	dBm
3150047500	Hz	-51.77	dBm
3165047250	Hz	-51.39	dBm
3180047000	Hz	-50.80	dBm
3195046750	Hz	-57.06	dBm
3210046500	Hz	-50.02	dBm
3225046250	Hz	-48.72	dBm
3240046000	Hz	-53.17	dBm
3255045750	Hz	-52.86	dBm
3270045500	Hz	-48.25	dBm
3285045250	Hz	-52.03	dBm
3300045000	Hz	-53.52	dBm
3315044750	Hz	-50.64	dBm
3330044500	Hz	-54.97	dBm
3345044250	Hz	-52.36	dBm
3360044000	Hz	-51.86	dBm
3375043750	Hz	-50.03	dBm
3390043500	Hz	-52.98	dBm
3405043250	Hz	-48.80	dBm
3420043000	Hz	-46.56	dBm
3435042750	Hz	-47.00	dBm
3450042500	Hz	-50.89	dBm
3465042250	Hz	-50.22	dBm
3480042000	Hz	-50.92	dBm
3495041750	Hz	-48.59	dBm
3510041500	Hz	-47.84	dBm
3525041250	Hz	-49.00	dBm
3540041000	Hz	-47.67	dBm
3555040750	Hz	-49.33	dBm
3570040500	Hz	-53.33	dBm
3585040250	Hz	-50.58	dBm
3600040000	Hz	-47.41	dBm
3615039750	Hz	-49.83	dBm
3630039500	Hz	-50.91	dBm
3645039250	Hz	-48.58	dBm
3660039000	Hz	-50.20	dBm
3675038750	Hz	-53.14	dBm
3690038500	Hz	-52.30	dBm
3705038250	Hz	-52.75	dBm
3720038000	Hz	-48.77	dBm
3735037750	Hz	-51.23	dBm
3750037500	Hz	-50.09	dBm
3765037250	Hz	-51.22	dBm
3780037000	Hz	-52.27	dBm
3795036750	Hz	-54.86	dBm
3810036500	Hz	-53.73	dBm
3825036250	Hz	-51.00	dBm
3840036000	Hz	-48.86	dBm
3855035750	Hz	-49.27	dBm
3870035500	Hz	-49.23	dBm
3885035250	Hz	-52.30	dBm
3900035000	Hz	-50.39	dBm
3915034750	Hz	-49.69	dBm
3930034500	Hz	-50.33	dBm
3945034250	Hz	-50.09	dBm
3960034000	Hz	-50.22	dBm
3975033750	Hz	-52.41	dBm
3990033500	Hz	-54.17	dBm
4005033250	Hz	-48.08	dBm
4020033000	Hz	-47.88	dBm
4035032750	Hz	-47.73	dBm
4050032500	Hz	-50.33	dBm
4065032250	Hz	-50.70	dBm
4080032000	Hz	-47.52	dBm
4095031750	Hz	-49.77	dBm
4110031500	Hz	-48.89	dBm
4125031250	Hz	-51.33	dBm
4140031000	Hz	-47.20	dBm
4155030750	Hz	-50.25	dBm
4170030500	Hz	-48.70	dBm
4185030250	Hz	-49.72	dBm
4200030000	Hz	-54.09	dBm
4215029750	Hz	-48.80	dBm
4230029500	Hz	-50.56	dBm
4245029250	Hz	-52.77	dBm
4260029000	Hz	-50.81	dBm
4275028750	Hz	-49.44	dBm
4290028500	Hz	-49.34	dBm
4305028250	Hz	-50.72	dBm
4320028000	Hz	-48.19	dBm
4335027750	Hz	-50.03	dBm
4350027500	Hz	-46.06	dBm
4365027250	Hz	-52.05	dBm
4380027000	Hz	-46.41	dBm
4395026750	Hz	-53.13	dBm
4410026500	Hz	-45.34	dBm
4425026250	Hz	-47.72	dBm
4440026000	Hz	-45.13	dBm
4455025750	Hz	-48.67	dBm
4470025500	Hz	-48.61	dBm
4485025250	Hz	-47.91	dBm
4500025000	Hz	-48.95	dBm
4515024750	Hz	-47.63	dBm
4530024500	Hz	-47.86	dBm
4545024250	Hz	-49.81	dBm
4560024000	Hz	-45.16	dBm
4575023750	Hz	-49.20	dBm
4590023500	Hz	-50.73	dBm
4605023250	Hz	-51.77	dBm
4620023000	Hz	-46.88	dBm
4635022750	Hz	-48.36	dBm
4650022500	Hz	-47.38	dBm
4665022250	Hz	-49.17	dBm
4680022000	Hz	-50.94	dBm
4695021750	Hz	-49.34	dBm
4710021500	Hz	-50.77	dBm
4725021250	Hz	-47.78	dBm
4740021000	Hz	-49.39	dBm
4755020750	Hz	-54.16	dBm
4770020500	Hz	-51.63	dBm
4785020250	Hz	-52.30	dBm
4800020000	Hz	-53.28	dBm
4815019750	Hz	-54.28	dBm
4830019500	Hz	-51.77	dBm
4845019250	Hz	-54.86	dBm
4860019000	Hz	-51.86	dBm
4875018750	Hz	-50.89	dBm
4890018500	Hz	-49.81	dBm
4905018250	Hz	-49.47	dBm
4920018000	Hz	-48.64	dBm
4935017750	Hz	-50.52	dBm
4950017500	Hz	-49.94	dBm
4965017250	Hz	-52.47	dBm
4980017000	Hz	-52.39	dBm
4995016750	Hz	-48.81	dBm
5010016500	Hz	-46.08	dBm
5025016250	Hz	-49.88	dBm
5040016000	Hz	-50.61	dBm
5055015750	Hz	-49.02	dBm
5070015500	Hz	-49.20	dBm
5085015250	Hz	-50.81	dBm
5100015000	Hz	-47.91	dBm
5115014750	Hz	-48.84	dBm
5130014500	Hz	-47.28	dBm
5145014250	Hz	-46.84	dBm
5160014000	Hz	-44.97	dBm
5175013750	Hz	-46.22	dBm
5190013500	Hz	-50.05	dBm
5205013250	Hz	-45.73	dBm
5220013000	Hz	-46.78	dBm
5235012750	Hz	-49.59	dBm
5250012500	Hz	-49.23	dBm
5265012250	Hz	-48.75	dBm
5280012000	Hz	-47.98	dBm
5295011750	Hz	-47.73	dBm
5310011500	Hz	-48.56	dBm
5325011250	Hz	-50.81	dBm
5340011000	Hz	-48.44	dBm
5355010750	Hz	-49.00	dBm
5370010500	Hz	-47.59	dBm
5385010250	Hz	-49.33	dBm
5400010000	Hz	-49.48	dBm
5415009750	Hz	-50.42	dBm
5430009500	Hz	-47.98	dBm
5445009250	Hz	-47.83	dBm
5460009000	Hz	-51.94	dBm
5475008750	Hz	-46.61	dBm
5490008500	Hz	-46.89	dBm
5505008250	Hz	-45.30	dBm
5520008000	Hz	-46.13	dBm
5535007750	Hz	-46.98	dBm
5550007500	Hz	-48.78	dBm
5565007250	Hz	-45.25	dBm
5580007000	Hz	-45.55	dBm
5595006750	Hz	-44.86	dBm
5610006500	Hz	-46.98	dBm
5625006250	Hz	-45.53	dBm
5640006000	Hz	-45.42	dBm
5655005750	Hz	-45.16	dBm
5670005500	Hz	-45.39	dBm
5685005250	Hz	-49.00	dBm
5700005000	Hz	-49.47	dBm
5715004750	Hz	-45.45	dBm
5730004500	Hz	-50.17	dBm
5745004250	Hz	-44.78	dBm
5760004000	Hz	-46.33	dBm
5775003750	Hz	-49.97	dBm
5790003500	Hz	-45.84	dBm
5805003250	Hz	-46.36	dBm
5820003000	Hz	-46.19	dBm
5835002750	Hz	-42.89	dBm
5850002500	Hz	-42.44	dBm
5865002250	Hz	-44.72	dBm
5880002000	Hz	-45.09	dBm
5895001750	Hz	-46.02	dBm
5910001500	Hz	-42.97	dBm
5925001250	Hz	-45.31	dBm
5940001000	Hz	-44.75	dBm
5955000750	Hz	-41.23	dBm
5970000500	Hz	-44.48	dBm
5985000250	Hz	-43.88	dBm
6000000000	Hz	-44.98	dBm